City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
292,mhamid,29.82,-5.72,38.71,9,0,4.79,MA,1693413693
293,micheweni,-4.9667,39.8333,24.76,83,1,6.26,TZ,1693413693
294,midland,31.9974,-102.0779,29.89,38,0,4.12,US,1693413690
295,midvagur,62.0511,-7.1939,11.46,76,100,0.51,FO,1693413693
296,miles city,46.4083,-105.8406,27.54,32,3,6.69,US,1693413693
297,mili,6.0815,171.735,29.01,76,77,5.69,MH,1693413693
298,minas de marcona,-15.2119,-75.1103,17.59,63,58,7.52,PE,1693413693
299,miracatu,-24.2814,-47.4597,26.22,48,7,1.65,BR,1693413693
300,mitha tiwana,32.2486,72.1108,35.47,32,0,0.98,PK,1693413693
301,miyaly,48.8844,53.7836,18.35,33,31,4.3,KZ,1693413693
302,mo i rana,66.3128,14.1428,18.26,76,40,1.54,NO,1693413693
303,mogocha,53.7333,119.7667,11.3,79,83,1.87,RU,1693413693
304,mombetsu,44.3525,143.3525,19.06,91,14,3.01,JP,1693413693
305,montrose,38.4166,-108.2673,21.52,22,0,3.83,US,1693413694
306,mount gambier,-37.8333,140.7667,10.25,92,100,4.23,AU,1693413694
307,mount pearl,47.5166,-52.7813,23.31,76,75,4.12,CA,1693413694
308,mountain home,43.133,-115.6912,18.57,42,0,3.6,US,1693413620
309,mukalla,14.5425,49.1242,32.89,55,48,2.65,YE,1693413694
310,murzuq,25.9155,13.9184,38.49,18,61,6.14,LY,1693413694
311,namibe,-15.1961,12.1522,19.34,92,27,5.64,AO,1693413694
312,nangomba,-10.9,38.5,27.5,33,29,2.73,TZ,1693413694
313,nar'yan-mar,67.6713,53.087,11.1,72,87,3.93,RU,1693413694
314,naracoorte,-36.9579,140.7383,9.38,81,100,3.55,AU,1693413694
315,natal,-5.795,-35.2094,30.36,51,20,7.2,BR,1693413694
316,nay pyi taw,19.745,96.1297,24.64,97,96,2.06,MM,1693413694
317,necochea,-38.5473,-58.7368,15.35,59,92,5.39,AR,1693413695
318,nelson bay,-32.7167,152.15,14.44,96,91,3.13,AU,1693413695
319,nemuro,43.3236,145.575,17.51,89,99,5.1,JP,1693413695
320,new norfolk,-42.7826,147.0587,10.49,83,100,2.96,AU,1693413695
321,newman,37.3138,-121.0208,27.24,36,0,4.47,US,1693413695
322,neyshabur,36.2133,58.7958,24.64,36,73,2.1,IR,1693413695
323,nieuw amsterdam,5.8833,-55.0833,33.09,52,75,2.06,SR,1693413695
324,nikolayevsk-on-amure,53.1406,140.73,13.61,89,87,0.72,RU,1693413695
325,noosa heads,-26.3833,153.15,13.95,77,100,2.73,AU,1693413695
326,north bend,43.4065,-124.2243,18.81,82,0,0.0,US,1693413695
327,north liberty,41.7492,-91.598,24.37,65,0,3.09,US,1693413604
328,nouadhibou,20.931,-17.0347,30.99,58,13,5.14,MR,1693413695
329,nova sintra,14.8667,-24.7167,23.17,87,100,7.31,CV,1693413695
330,nova xavantina,-14.6667,-52.35,38.12,28,7,1.22,BR,1693413695
331,novyy urgal,51.0736,132.5642,14.05,83,100,0.27,RU,1693413696
332,nushki,29.5542,66.0215,31.07,10,0,1.51,PK,1693413696
333,nuuk,64.1835,-51.7216,2.34,93,100,3.6,GL,1693413696
334,obo,5.3998,26.4869,22.4,89,97,0.48,CF,1693413696
335,ocean city,39.2776,-74.5746,26.77,77,100,4.04,US,1693413696
336,okha,53.5739,142.9478,11.23,92,92,3.48,RU,1693413696
337,ola,59.5833,151.2833,11.36,97,98,1.52,RU,1693413696
338,olonkinbyen,70.9221,-8.7187,5.03,86,61,2.5,SJ,1693413696
339,oriximina,-1.7656,-55.8661,38.61,25,0,2.66,BR,1693413696
340,ostersund,63.1792,14.6357,17.01,77,20,1.54,SE,1693413696
341,ouesso,1.6136,16.0517,26.68,62,19,0.47,CG,1693413696
342,ovalle,-30.5983,-71.2003,26.06,22,0,2.98,CL,1693413696
343,ozark,37.0209,-93.206,28.54,66,0,4.29,US,1693413696
344,pacific grove,36.6177,-121.9166,23.01,71,0,4.47,US,1693413600
345,pagsangahan,13.2158,122.5431,27.96,83,100,11.06,PH,1693413696
346,palikir - national government center,6.9248,158.1611,27.99,74,100,4.27,FM,1693413696
347,palmer,42.1584,-72.3287,24.48,84,75,1.54,US,1693413697
348,palu,-0.8917,119.8707,24.24,93,43,1.35,ID,1693413697
349,panaba,21.2833,-88.2667,34.65,46,4,3.24,MX,1693413697
350,papao,-17.75,-149.55,22.82,81,100,3.04,PF,1693413697
351,papatowai,-46.5619,169.4708,6.38,81,79,3.23,NZ,1693413697
352,paradip garh,20.3167,86.6167,29.4,70,96,2.95,IN,1693413697
353,paramonga,-10.6667,-77.8333,21.99,70,54,4.11,PE,1693413697
354,paris,48.8534,2.3488,20.59,52,75,5.66,FR,1693413692
355,peace river,56.2501,-117.286,17.17,88,100,1.54,CA,1693413697
356,pemba,-12.974,40.5178,25.39,83,20,6.69,MZ,1693413697
357,persembe,41.0656,37.7714,26.68,80,0,3.31,TR,1693413697
358,pesqueira,-8.3578,-36.6964,32.92,22,0,6.08,BR,1693413697
359,petropavlovsk-kamchatsky,53.0452,158.6483,8.33,100,20,3.0,RU,1693413697
360,phan rang-thap cham,11.5667,108.9833,25.88,89,98,1.66,VN,1693413697
361,phek,25.6667,94.5,16.18,99,66,0.55,IN,1693413698
362,pinheiro machado,-31.5783,-53.3811,19.47,61,0,2.36,BR,1693413698
363,pirallahi,40.4723,50.333,23.08,53,0,3.12,AZ,1693413698
364,pisco,-13.7,-76.2167,21.03,68,0,4.12,PE,1693413698
365,piti village,13.4626,144.6933,27.49,91,75,6.17,GU,1693413698
366,pitimbu,-7.4706,-34.8086,29.33,62,0,4.57,BR,1693413698
367,podporozh'ye,60.9112,34.1706,18.18,67,62,3.6,RU,1693413698
368,polyarnyy,69.1989,33.4478,14.47,72,22,3.43,RU,1693413698
369,poronaysk,49.2167,143.1167,13.18,96,100,4.58,RU,1693413698
370,port alfred,-33.5906,26.891,22.88,56,0,5.06,ZA,1693413698
371,port arthur,38.8,121.2667,21.12,65,0,1.18,CN,1693413698
372,port augusta,-32.5,137.7667,11.44,69,28,4.72,AU,1693413698
373,port elizabeth,-33.918,25.5701,25.61,50,0,1.54,ZA,1693413698
374,port hedland,-20.3167,118.5667,19.03,37,5,3.6,AU,1693413698
375,port lincoln,-34.7333,135.8667,12.09,76,100,4.3,AU,1693413698
376,port macquarie,-31.4333,152.9167,12.72,88,100,2.73,AU,1693413620
377,port mathurin,-19.6833,63.4167,22.51,71,30,4.93,MU,1693413698
378,port moresby,-9.4431,147.1797,22.68,73,100,2.57,PG,1693413699
379,port saint john's,-31.6229,29.5448,21.76,59,0,5.53,ZA,1693413699
380,port-aux-francais,-49.35,70.2167,1.7,88,100,15.46,TF,1693413699
381,port-vila,-17.7338,168.3219,24.78,94,100,2.06,VU,1693413699
382,posto fiscal rolim de moura,-13.0833,-62.2667,39.75,26,26,0.77,BR,1693413699
383,prabumulih,-3.45,104.25,23.2,83,85,1.43,ID,1693413699
384,prachuap khiri khan,12.2167,99.75,24.93,80,99,2.49,TH,1693413699
385,prado,-17.3411,-39.2208,27.78,67,96,2.81,BR,1693413500
386,praia da vitoria,38.7333,-27.0667,26.14,69,20,4.04,PT,1693413699
387,prince rupert,54.3161,-130.3201,15.05,94,0,5.66,CA,1693413699
388,princeville,45.7668,-61.2985,21.36,98,100,3.09,CA,1693413699
389,proszowice,50.1927,20.2891,19.33,90,100,2.94,PL,1693413699
390,puerto ayacucho,5.6639,-67.6236,31.82,58,43,2.82,VE,1693413699
391,puerto ayora,-0.7393,-90.3518,27.98,91,100,4.47,EC,1693413699
392,puerto aysen,-45.4,-72.7,6.02,81,75,0.0,CL,1693413699
393,puerto baquerizo moreno,-0.9,-89.6,25.55,83,75,7.2,EC,1693413700
394,puerto deseado,-47.7503,-65.8938,10.64,35,2,8.09,AR,1693413701
395,puerto leguizamo,-0.1934,-74.7819,34.82,44,52,0.64,CO,1693413701
396,puerto natales,-51.7236,-72.4875,5.12,67,80,4.42,CL,1693413701
397,puerto real,36.5282,-6.1901,29.23,73,0,7.2,ES,1693413702
398,punta arenas,-53.15,-70.9167,5.48,62,67,7.29,CL,1693413687
399,qaqortoq,60.7167,-46.0333,9.41,85,93,5.58,GL,1693413702
400,qarqaraly,49.4058,75.4742,15.41,54,62,3.5,KZ,1693413702
401,quchan,37.106,58.5095,20.27,63,62,2.51,IR,1693413702
402,queenstown,-31.8976,26.8753,18.22,19,0,3.16,ZA,1693413702
403,quellon,-43.1167,-73.6167,10.14,66,75,5.14,CL,1693413702
404,qui nhon,13.7667,109.2333,26.28,87,98,2.55,VN,1693413702
405,raduzhny,62.0961,77.475,13.97,77,95,3.34,RU,1693413702
406,raholt,60.2667,11.1833,17.15,70,40,1.03,NO,1693413702
407,rawson,-43.3002,-65.1023,14.14,25,0,10.61,AR,1693413703
408,reggane,26.7158,0.1714,42.89,14,21,3.12,DZ,1693413703
409,remire-montjoly,4.9167,-52.2667,33.02,58,75,5.14,GF,1693413703
410,revda,56.801,59.9303,8.42,98,100,5.02,RU,1693413703
411,ribeira grande,38.5167,-28.7,24.32,83,40,4.63,PT,1693413703
412,richards bay,-28.783,32.0377,20.91,75,0,6.71,ZA,1693413703
413,ridgefield,40.8343,-74.0088,29.41,69,40,4.63,US,1693413703
414,robore,-18.3333,-59.75,38.63,20,3,4.76,BO,1693413703
415,rongelap,11.1635,166.8941,28.28,78,87,6.12,MH,1693413703
416,roseburg north,43.2645,-123.3033,18.27,61,100,0.0,US,1693413703
417,rosignol,6.2833,-57.5333,32.58,51,22,3.51,GY,1693413703
418,roxas,11.5853,122.7511,24.52,85,96,3.02,PH,1693413703
419,saeby,57.3319,10.5225,17.96,77,34,3.85,DK,1693413703
420,safi,32.1667,-8.8333,27.2,43,0,7.92,MA,1693413703
421,saint-francois,46.4154,3.9054,20.69,52,0,2.57,FR,1693413704
422,saint-joseph,-21.3667,55.6167,20.82,78,95,6.19,RE,1693413704
423,saint-pierre,-21.3393,55.4781,21.43,79,90,6.55,RE,1693413544
424,saipan,15.1355,145.701,26.39,94,40,1.54,MP,1693413704
425,salalah,17.0151,54.0924,27.05,94,75,2.57,OM,1693413672
426,saldanha,-33.0117,17.9442,16.03,93,73,2.59,ZA,1693413704
427,salekhard,66.53,66.6019,11.57,67,99,3.75,RU,1693413704
428,san fernando,15.0286,120.6898,25.85,97,100,1.92,PH,1693413704
429,san ignacio,17.1561,-89.0714,30.08,79,75,2.06,BZ,1693413704
430,san patricio,28.017,-97.5169,35.09,26,0,5.6,US,1693413704
431,san pedro pochutla,15.7333,-96.4667,30.95,70,100,1.35,MX,1693413704
432,santa ana,33.7456,-117.8678,36.59,61,0,0.45,US,1693413705
433,santa ana de yacuma,-13.75,-65.4333,34.97,43,40,5.14,BO,1693413705
434,santa catalina,9.3337,122.8637,26.15,89,72,3.06,PH,1693413705
435,santa elena de uairen,4.6167,-61.1333,25.91,62,22,3.85,VE,1693413705
436,santa eularia des riu,38.9846,1.5341,25.95,65,20,3.09,ES,1693413705
437,santa marinella,42.0345,11.8536,24.85,78,5,2.27,IT,1693413705
438,sao felix do xingu,-6.6447,-51.995,35.42,33,51,0.95,BR,1693413706
439,sao miguel do araguaia,-13.275,-50.1628,36.95,29,5,1.09,BR,1693413706
440,sao tome,0.3365,6.7273,25.28,87,71,4.95,ST,1693413548
441,saurimo,-9.6608,20.3916,25.13,15,2,2.0,AO,1693413706
442,sechura,-5.5569,-80.8222,26.26,56,27,5.22,PE,1693413706
443,seguela,7.9611,-6.6731,28.25,74,63,1.32,CI,1693413706
444,selenice,40.5306,19.6358,24.8,52,27,4.66,AL,1693413707
445,selfoss,63.9331,-20.9971,13.36,72,100,4.64,IS,1693413707
446,senanga,-16.1167,23.2667,20.91,15,0,2.76,ZM,1693413707
447,serafimovich,49.5786,42.736,18.17,32,4,2.79,RU,1693413707
448,settat,33.0007,-7.6204,25.9,42,0,6.17,MA,1693413707
449,severo-yeniseyskiy,60.3725,93.0408,10.1,81,1,0.83,RU,1693413707
450,shanyang,26.6702,119.2051,21.59,97,63,1.46,CN,1693413707
451,shengli,37.4564,118.4856,21.47,60,0,1.85,CN,1693413707
452,shenjiamen,29.9576,122.298,25.21,79,100,7.57,CN,1693413708
453,shuangjiang,26.1547,109.7138,17.82,88,75,1.73,CN,1693413708
454,sigli,5.3848,95.9609,26.38,82,92,2.85,ID,1693413708
455,sinop,41.7711,34.8709,22.24,56,0,1.09,TR,1693413708
456,siracusa,37.0881,15.2792,29.77,55,0,2.89,IT,1693413691
457,sitangkai,4.6628,119.3928,28.64,77,2,4.51,PH,1693413708
458,sitia,35.2,26.0986,28.88,72,45,4.91,GR,1693413708
459,sitka,57.0531,-135.33,14.94,88,100,0.0,US,1693413708
460,siuna,13.7332,-84.7773,31.48,59,100,1.2,NI,1693413708
461,skagen,57.7209,10.5839,16.17,78,30,3.74,DK,1693413708
462,smithers,54.7804,-127.1743,13.18,94,75,1.03,CA,1693413708
463,sola,-13.8833,167.55,25.9,87,63,2.61,VU,1693413708
464,solnechnyy,50.7214,136.6319,12.4,88,100,0.88,RU,1693413708
465,sonoita,31.85,-112.8333,35.51,35,7,3.5,MX,1693413708
466,sosnovo-ozerskoye,52.5249,111.5418,10.33,70,13,1.75,RU,1693413709
467,souillac,-20.5167,57.5167,22.21,73,40,4.63,MU,1693413709
468,south valley,35.0101,-106.6781,29.1,41,0,1.95,US,1693413709
469,spring creek,40.7266,-115.5859,18.55,19,0,1.65,US,1693413709
470,st. john's,47.5649,-52.7093,23.77,76,75,4.12,CA,1693413572
471,stanley,54.868,-1.6985,16.82,65,20,4.12,GB,1693413709
472,starodub,52.5844,32.7633,22.68,66,11,4.12,RU,1693413709
473,starokozache,46.3372,29.9853,23.08,49,0,2.9,UA,1693413709
474,steamboat springs,40.485,-106.8317,22.72,41,100,2.57,US,1693413478
475,suntar,62.1444,117.6319,16.3,58,96,2.59,RU,1693413709
476,sur,22.5667,59.5289,31.1,63,3,4.16,OM,1693413709
477,susuman,62.7833,148.1667,13.24,63,45,3.51,RU,1693413709
478,suva,-18.1416,178.4415,22.57,87,99,7.36,FJ,1693413709
479,ta`u,-14.2336,-169.5144,26.43,79,96,12.1,AS,1693413709
480,tadine,-21.55,167.8833,21.82,91,100,7.93,NC,1693413709
481,talara,-4.5772,-81.2719,23.42,78,75,9.39,PE,1693413600
482,talnakh,69.4865,88.3972,8.45,75,36,1.54,RU,1693413710
483,taltal,-25.4,-70.4833,18.63,65,5,3.74,CL,1693413710
484,tamanrasset,22.785,5.5228,35.95,13,40,2.06,DZ,1693413710
485,tangalle,6.024,80.7911,25.63,85,100,5.91,LK,1693413710
486,tangshan,39.6333,118.1833,18.94,83,84,1.58,CN,1693413497
487,tara,56.8944,74.371,19.69,56,100,7.69,RU,1693413710
488,tarija,-21.5355,-64.7296,21.95,26,99,0.0,BO,1693413710
489,tavas,37.5735,29.0706,22.61,39,2,2.95,TR,1693413710
490,tayga,56.06,85.6197,15.06,84,0,4.01,RU,1693413710
491,tazacorte,28.629,-17.9293,26.19,65,75,5.66,ES,1693413710
492,tazovsky,67.4667,78.7,6.92,78,8,3.79,RU,1693413711
493,tchintabaraden,15.8969,5.7985,36.08,34,54,6.51,NE,1693413711
494,thompson,55.7435,-97.8558,17.09,82,0,2.06,CA,1693413711
495,thunder bay,48.4001,-89.3168,17.99,63,20,3.09,CA,1693413711
496,tiksi,71.6872,128.8694,0.97,78,97,7.03,RU,1693413711
497,tindouf,27.6711,-8.1474,37.25,12,0,13.38,DZ,1693413711
498,togur,58.3631,82.8265,13.08,84,52,3.66,RU,1693413711
499,tokar,18.4254,37.729,32.29,38,99,12.96,SD,1693413711
500,tolanaro,-25.0319,46.9987,21.04,73,20,6.17,MG,1693413711
501,toliara,-23.35,43.6667,21.94,78,3,1.37,MG,1693413711
502,tomatlan,19.9333,-105.25,32.35,60,50,2.0,MX,1693413474
503,torit,4.4133,32.5678,21.67,86,60,1.99,SS,1693413711
504,touros,-5.1989,-35.4608,28.97,59,0,7.08,BR,1693413711
505,tra mhor,52.1624,-7.1524,16.72,68,0,4.12,IE,1693413611
506,trairi,-3.2778,-39.2689,30.67,53,0,7.53,BR,1693413712
507,tralee,52.2704,-9.7026,17.14,67,20,2.57,IE,1693413712
508,tranby,59.8167,10.25,18.9,74,84,1.36,NO,1693413713
509,trinity beach,-16.7888,145.6968,17.23,100,40,0.0,AU,1693413713
510,ts'khinvali,42.2276,43.9686,17.89,79,6,2.95,GE,1693413713
511,tshabong,-26.05,22.45,20.41,18,0,4.21,BW,1693413713
512,tshikapa,-6.4167,20.8,30.58,25,26,0.9,CD,1693413713
513,tsiombe,-25.3,45.4833,19.85,72,1,8.03,MG,1693413714
514,tucuma,-0.1833,-50.05,33.36,48,0,3.78,BR,1693413714
515,tura,25.5198,90.2201,25.45,74,3,1.5,IN,1693413714
516,turabah,21.2141,41.6331,32.46,18,7,9.13,SA,1693413714
517,turaif,31.6725,38.6637,32.14,15,0,5.14,SA,1693413714
518,turbat,26.0023,63.044,28.56,66,37,3.96,PK,1693413714
519,turpan,42.9333,89.1667,34.11,20,44,1.71,CN,1693413714
520,tynda,55.1667,124.7167,11.86,91,76,0.43,RU,1693413714
521,tyukhtet,56.5389,89.3011,15.6,82,100,3.45,RU,1693413714
522,uacu cungo,-11.3634,15.1208,26.61,14,4,1.45,AO,1693413679
523,udachny,66.4167,112.4,16.36,100,100,9.82,RU,1693413715
524,umarkot,25.3616,69.7362,28.97,63,3,8.42,PK,1693413715
525,upleta,21.7333,70.2833,25.93,72,5,3.11,IN,1693413715
526,urangan,-25.3,152.9,17.71,81,100,1.19,AU,1693413715
527,urussu,54.5981,53.4631,13.76,51,68,3.67,RU,1693413715
528,ushuaia,-54.8,-68.3,3.81,87,20,2.57,AR,1693413715
529,usinsk,65.9939,57.5281,11.62,67,100,3.05,RU,1693413715
530,ust-nera,64.5667,143.2,13.8,85,100,4.72,RU,1693413715
531,utrik,11.2278,169.8474,28.57,72,76,6.84,MH,1693413715
532,uturoa,-16.7333,-151.4333,24.62,78,99,7.46,PF,1693413715
533,vadso,70.0744,29.7487,17.49,82,75,2.57,NO,1693413715
534,valparaiso,-33.0393,-71.6273,19.13,52,0,8.23,CL,1693413689
535,vargashi,55.3556,65.8467,10.85,71,72,2.87,RU,1693413715
536,varna,43.2167,27.9167,26.27,78,40,4.63,BG,1693413715
537,vegreville,53.5001,-112.0518,22.97,72,70,3.6,CA,1693413542
538,venice,27.0998,-82.4543,31.01,91,75,10.29,US,1693413715
539,veraval,20.9,70.3667,26.38,76,9,1.92,IN,1693413715
540,verkhniy baskunchak,48.2256,46.7217,20.92,25,8,2.1,RU,1693413716
541,vernon,50.2581,-119.2691,18.34,87,100,1.79,CA,1693413716
542,victoria,22.2855,114.1577,29.07,74,68,5.36,HK,1693413549
543,viedma,-40.8135,-62.9967,15.46,23,41,8.11,AR,1693413716
544,vila franca do campo,37.7167,-25.4333,25.23,65,66,2.37,PT,1693413716
545,villa gesell,-37.2639,-56.973,17.81,53,87,7.06,AR,1693413716
546,villa hernandarias,-31.231,-59.985,25.7,27,1,5.21,AR,1693413716
547,vilyuchinsk,52.9306,158.4028,9.15,86,0,3.52,RU,1693413716
548,vilyuysk,63.7553,121.6247,17.77,60,82,3.17,RU,1693413716
549,vodyane,47.4875,34.4924,24.69,30,0,4.78,UA,1693413716
550,volodarskiy,46.4013,48.5409,22.97,36,1,1.67,RU,1693413716
551,vorgashor,67.5833,63.95,9.64,72,94,2.76,RU,1693413716
552,vorkuta,67.5,64.0,9.77,71,91,2.52,RU,1693413716
553,vorotynets,56.0603,45.8633,13.82,67,28,1.7,RU,1693413716
554,vorozhba,51.1733,34.2192,23.61,47,2,3.12,UA,1693413716
555,vredendal,-31.6683,18.5012,16.9,83,8,3.02,ZA,1693413716
556,waat,51.1454,6.4958,18.6,89,20,2.57,DE,1693413717
557,wabag,-5.4781,143.7021,14.1,97,93,0.6,PG,1693413717
558,wailua homesteads,22.0669,-159.378,24.86,83,75,7.2,US,1693413717
559,waingapu,-9.6567,120.2641,22.82,83,56,4.26,ID,1693413717
560,waitangi,-43.9535,-176.5597,8.23,66,95,4.77,NZ,1693413717
561,wamba,8.9333,8.6,25.9,88,100,1.32,NG,1693413717
562,weno,7.4515,151.8468,26.97,89,100,3.6,FM,1693413717
563,west island,-12.1568,96.8225,24.99,88,40,3.6,CC,1693413717
564,whitehorse,60.7161,-135.0538,14.43,71,75,5.66,CA,1693413717
565,williams lake,52.1415,-122.1445,17.81,65,75,4.12,CA,1693413717
566,wladyslawowo,54.7909,18.4009,18.04,91,100,3.57,PL,1693413717
567,woodland,38.6785,-121.7733,27.79,42,0,4.47,US,1693413717
568,xai-xai,-25.0519,33.6442,19.25,82,6,3.74,MZ,1693413717
569,xinyuan,37.3,99.0,6.14,68,86,0.7,CN,1693413717
570,xylofagou,34.9772,33.8492,31.45,90,0,3.33,CY,1693413718
571,yaren,-0.5472,166.916,28.25,73,30,0.83,NR,1693413718
572,yellowknife,62.456,-114.3525,17.29,63,100,4.12,CA,1693413718
573,yerofey pavlovich,53.9667,121.9667,13.2,77,14,2.35,RU,1693413718
574,yokadouma,3.5167,15.05,25.18,70,22,0.2,CM,1693413718
575,yuncheng,35.0231,110.9928,22.74,71,0,2.98,CN,1693413718
576,zakynthos,37.7914,20.8953,28.62,54,20,5.14,GR,1693413633
577,zelenchukskaya,43.858,41.5894,17.23,62,0,1.39,RU,1693413718
578,zhangye,38.9342,100.4517,23.01,26,94,3.48,CN,1693413718
579,ziway,7.9333,38.7167,18.23,84,92,3.32,ET,1693413718
580,zonguldak,41.25,31.8333,21.94,56,0,1.72,TR,1693413718
